QUID,DWEIGHT_LIVE_FINAL,CS01,CS01_1,CS02,CS02_2,MTS01,MTS02,MTS03,MTS03_1,LMS01,LMS02,LMS02_1,LMS02_s,LMS03,LMS04,LMS05,LMS06,LMS07,LMS07_1,LMS07_2,LMS07_3a,LMS07_3b,LMS08,LMS08_s,LMS09a,LMS09b,LMS09c,LMS09d,LMS09e,LMS09f,LMS09g,LMS09f_s,SMS01a,SMS01b,SMS01c,SMS01d,SMS01d_s,SMS02,SMS03a,SMS03b,SMS03c,SMS03d,SMS04a,SMS04b,SMS04c,SMS04d,SMS04e,SMS04f,SMS04e_s,SMS05,MLA01,MLA02,MLA03,MLA03_1,MLA04,MLA04_1,LMA01,LMA02a_LS,LMA02b_LS,LMA02c_LS,LMA02d_LS,LMA02e_LS,LMA02f_LS,LMA02g_LS,LMA02h_LS,LMA02i_LS,LMA02j_LS,LMA02k_LS,LMA02l_LS,LMA02m_LS,LMA02n_LS,LMA02o_LS,LMA02p_LS,LMA02q_LS,LMA02r_LS,LMA02s_LS,LMA02f_1_LS,LMA02m_1_LS,LMA02q_1_LS,LMA02s_s_LS,LMA03a,LMA03b,LMA03c,LMA03d,LMA04a,LMA04b,LMA04c,LMA04d,LMA04e,LMA05a,LMA05b,LMA05c,LMA05d,LMA05d_1,SMA01,SMA02a,SMA02b,SMA02c,SMA02d,SMA03a,SMA03b,SMA03b_1,SMA04a,SMA04b,SMA04c,SMA04d,SMA04e,PLMA01,PLMA02a_LS,PLMA02b_LS,PLMA02c_LS,PLMA02d_LS,PLMA03a,PLMA03b,PLMA03c,PLMA03d,PLMA03e,PLMA04,PLMA05a,PLMA05b,PLMA05c,PLMA05d,PLMA05d_1,PSMA01,PSMA02a,PSMA02b,PSMA02c,PSMA02d,PSMA03a,PSMA03b,PSMA03c,PSMA03d,PSMA03e,PSMA04,PSMA05,MS04a,MS04b,MS04c,MS04b_s,MS04c_s,SECTORID,PLMA02a,PLMA02b,PLMA02c,PLMA02d,LMA02a,LMA02b,LMA02c,LMA02d,LMA03e,LMA04d_1,prov,ECO,prov_eco,mostcommonbe,mostcommonda,mostcommonpi,mostcommonpo
Q34753991,6.17711571,1,1,1,5,1,1,3,,3,2,,,,3,3369,14,2,,115,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,143,1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,50,50,1,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,adoucisseur deau,robot traite,1,,,,,,,,,,,24,5,2405,,1,,
Q34753997,7.225417559,3,,,,1,1,3,,1,1,1,,4,4,150,10,3,,,150,10,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,90,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,1,,ROBOT POUR LA TRAITE,1,,,,,,,,,,,24,5,2405,,1,,
Q34754000,4.171006109,3,,3,,1,1,3,,1,6,,,4,3,158400,12,3,,,120,110,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,500,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,20,77,1,,,,,1,,,1,,,,,,,,,,,,,,,1,1,1,GPS,"GPS, ventilation",1,,,,,,,,,,,24,1,2401,,1,,
Q34754001,10.87121609,3,,,,1,1,3,,3,4,,,,4,500000,13,2,,90,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,35,65,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,24,1,2401,,1,,
Q34754004,10.57911565,3,,3,,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,2,3,3,,,,,,1,,1,1,,1,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,80,10,1,,,,,1,3,,,,,,1,,,,,,,,,,,24,1,2401,,1,,
Q34754014,11.44483159,3,,1,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,,,,,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gps,1,,,,,,,,,,,24,1,2401,,1,,
Q34754018,3.419419157,3,,1,3,1,1,3,,3,4,,,,3,90000,12,2,,180,,,4,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,220,1,300,1,1,,,1,,,,,,,,,,1,,,1,,,,,2,,,,70,30,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,survfeillance par caméra et GPS,"appareil pour la traite, ventialtion, éclairage, rations, eau chauffée",1,,,,,,,,,,,24,5,2405,,1,,
Q34754019,6.34146129,,,1,5,1,1,1,4,3,5,,,,3,2227,14,2,,85,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,14,2,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,,,100,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34754022,2.556855911,3,,1,5,1,1,1,5,1,2,,,4,3,500,12,3,,,230,49,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,124,1,148,2,1,,,,,1,,,,,,1,,,,,,,,2,,,,0,0,50,50,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,24,5,2405,,1,,
Q34754025,3.448303382,,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,on concrete covered storage piles,,1,1,2,3,,,,,,1,,2,1,,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,genius controller,gps,3,,,,,,,,,,,35,3,3503,,,,3
Q34754033,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,35,3,3503,,99,,
Q34754043,14.0354978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,8,4808,99,,,
Q34754044,8.516856131,3,,1,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,,,,,,1,,1,1,,3,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,,,,,1,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Drill, Sprayer, Swather, Combine.",2,,,,,,,,,,,48,7,4807,3,,,
Q34754050,10.19891851,3,,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,3,3,3,,1,,,,,,2,1,,3,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,0,50,,,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,35,3,3503,,1,,
Q34754052,19.88882216,3,,3,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,1,1,,3,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,100,,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,46,8,4608,3,,,
Q34754059,5.878530526,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,genius enviromental controller,3,,,,,,,,,,,35,4,3504,,,,3
Q34754093,3.405819885,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,3,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,3,3503,,,,3
Q34754100,9.45799139,3,,3,,1,1,3,,1,4,,,4,3,10000,16,2,,150,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,445,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,45,45,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,24,2,2402,,1,,
Q34754103,2.693404161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,47,8,4708,99,,,
Q34754108,3.485220547,1,1,1,1,1,1,3,,3,2,,,,3,75499,15,3,,,130,130,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,35,4,3504,,1,,
Q34754115,3.952522911,1,3,1,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,1,3,3,,,,,,1,,1,1,,1,120,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,GPS FOR THE FIELD,SOME LIGHTING-TIMERS,2,,,,,,,,,,,48,6,4806,6,,,
Q34754121,3.440729449,,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,,,,,,1,,2,1,,,,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,0,50,0,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,air quality,,3,,,,,,,,,,,35,3,3503,,,,3
Q34754124,6.680447337,3,,1,1,1,1,3,,3,2,,,,3,1300000,14,2,,164,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,48,1,70,5,,,,,,1,,,,,,,,,,,,,,2,,,,50,,50,,,,,1,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Drone,,1,,,,,,,,,,,35,2,3502,,1,,
Q34754132,4.402294725,3,,3,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,in manure storage building,,1,1,1,1,,,,,,1,,1,1,,1,40,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,50,50,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,35,3,3503,2,,,
Q34754133,2.518338535,3,,3,,1,1,3,,1,5,,,4,3,5,12,2,,220,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,150,1,250,2,,,,,,1,,,,,,,,,,,,,,2,,,,50,0,25,25,1,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,35,3,3503,,1,,
Q34754140,15.31516131,3,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,,,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,8,4808,2,,,
Q34754142,2.711580788,1,5,3,,1,1,3,,1,2,,,2,3,2000000,16,3,,,150,150,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,180,1,200,2,,,,,,1,,,,,,,,1,,,,,,1,,,,60,,40,,,,,1,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,35,4,3504,,1,,
Q34754146,2.95310673,3,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"production and environmental data collection(scales, temp, RH, NH3, CO2)","Skov, farmonline barn management software",3,,,,,,,,,,,59,12,5912,,,,3
Q34754148,14.52081443,3,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,80,20,,1,,,,1,3,,,,,,2,,,,,,,,,,,48,8,4808,3,,,
Q34754149,9.812089072,,,1,5,1,1,3,,3,4,,,,3,30000,8,1,240,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,371,1,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,50,0,50,0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,24,2,2402,,,2,
Q34754167,5.914711957,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,fans and a computer,3,,,,,,,,,,,35,4,3504,,,,4
Q34754174,4.134776844,3,,3,,1,1,3,,1,5,,,3,3,120000,12,3,,,100,100,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,livestock video surveillance,,1,,,,,,,,,,,59,12,5912,,2,,
Q34754177,3.810953589,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,3,3,3,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Controles,3,,,,,,,,,,,24,2,2402,,,,3
Q34754178,3.375070716,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Manure storage shed,,1,1,1,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,3,3503,,,,3
Q34754184,38.01676879,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,48,10,4810,3,,,
Q34754188,38.51263969,3,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100,,,,1,,,,,3,,1,,,,,2,,,,,,,,,,,48,10,4810,3,,,
Q34754191,3.282718321,,,,,1,1,1,5,1,5,,,4,3,,16,2,,74,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,soigneur automatique,4,,,,,,,,,,,24,2,2402,,,2,
Q34754197,20.69140795,3,,3,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,1,42,3,,,,,,1,,,,,,,,,,,,,,2,,,,,,100,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,robot,1,,,,,,,,,,,24,2,2402,,1,,
Q34754208,16.76694406,3,,1,1,1,1,3,,3,5,,,,3,72000,8,3,,,126,60,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,50,1,250,5,,,,,,1,,,,,,,,,,,,,,2,,,,50,,50,,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"barn ventilation, feed delivery",1,,,,,,,,,,,35,2,3502,,1,,
Q34754216,3.439650174,,,1,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,3,3,,,,,,1,,2,1,,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"Feed and Water Consumption, CO2, Humidity",Computerized Ventilation System in Barn,3,,,,,,,,,,,35,3,3503,,,,3
Q34754225,3.434678839,3,,1,4,1,1,3,,1,5,,,3,4,1200000,12,2,,160,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,115,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,80,,20,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,lactonet,1,,,,,,,,,,,35,4,3504,,1,,
Q34754227,9.484213512,3,,1,3,1,1,1,4,1,4,,,4,3,1000000,16,2,,150,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,127,1,211,1,,,,,,,,,,,,,,1,,,1,,,,,1,,0,0,20,80,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,robots ventilation,1,,,,,,,,,,,24,2,2402,,1,,
Q34754228,3.417850833,,,3,,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,STORD AT THE END OF THE BARNS IN MANURE STORAGE AREA,4,1,1,3,3,1,,,,,,,1,1,,,,1,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,50,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"AIR QUALITY, FEED AND WATER CONSUMPTION, TEMP INSIDE BARNS",BARN VENTILATION AND LIGHTING,3,,,,,,,,,,,35,3,3503,,,,3
Q34754230,1.833716584,3,,1,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,3,3,,,,,,1,,1,1,,1,200,1,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,100,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,35,3,3503,1,,,
Q34754231,10.65478879,3,,1,3,1,1,3,,1,5,,,3,4,1000000,17,2,,150,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,100,1,170,2,,,,,,1,,,,,,,,1,,,,,,1,,,,60,0,20,20,1,,,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,Gps,Robotics,1,,,,,,,,,,,35,3,3503,,1,,
Q34754233,10.3299865,3,,1,2,1,1,3,,1,3,,,4,3,1400000,12,2,,150,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,80,1,245,2,,,,,,1,,,,,,,,,,,,,,1,,,,10,0,30,60,1,,,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,unsure,1,,,,,,,,,,,35,3,3503,,1,,
Q34754237,21.27805153,,,,,1,3,3,,1,5,,,2,3,,16,2,,80,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,24,2,2402,,1,,
Q34754249,6.212854004,,,1,5,1,1,1,3,1,5,,,2,3,650000,16,2,,101,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,603,1,,.,.,,.,,,,.,.,.,,,,.,,,,,1,,,,40,0,60,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,ventilation,4,,,,,,,,,,,24,2,2402,,,2,
Q34754250,9.031988238,1,2,1,5,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,1,3,,1,,,,,,1,1,,1,115,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,100,1,,,,,1,3,1,,,,,4,,,,,,,,,,,24,1,2401,,,2,
Q34754261,32.40218583,3,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,1,,Spread,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,7,4807,3,,,
Q34754273,10.22910175,3,,1,3,1,1,3,,3,3,,,,3,1300000,14,2,,130,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,150,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,0,20,50,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,1,,robotic milkers,1,,,,,,,,,,,35,3,3503,,1,,
Q34754280,4.337736596,1,3,3,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,1,,,,,2,1,,1,34,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60,0,0,40,,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,35,3,3503,1,,,
Q34754285,26.49140301,3,,3,,1,1,3,,3,2,,,,,,4,3,,,70,25,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,35,3,3503,3,,,
Q34754286,33.28762222,1,3,1,5,3,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,0,0,0,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,GPS,2,,,,,,,,,,,48,7,4807,3,,,
Q34754287,4.103559096,,,,,1,1,1,2,3,1,4,,,4,15000000,8,3,,,200,100,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,35,3,3503,,,1,
Q34754289,3.374724484,,,,,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,2,3,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"monitoring systems, water, feed, air quality",,3,,,,,,,,,,,35,3,3503,,,,3
Q34754293,5.642533715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,35,3,3503,,,99,
Q34754294,43.37639084,3,,1,5,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,47,8,4708,3,,,
Q34754296,3.381315065,,,,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,Flock reports,,3,,,,,,,,,,,35,3,3503,,,,6
Q34754297,11.41784785,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,3,3,3,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,48,10,4810,3,,,
Q34754305,3.423738752,3,,1,1,1,1,3,,1,2,,,3,3,1250000,13,3,,,100,70,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,200,1,300,3,,,,,,1,,,,,,,,1,,,,,,2,,,,40,0,10,50,1,1,1,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"ELeco Conducivity field data, planter Smart firmer","Planter population, downforce, Autosteer",1,,,,,,,,,,,35,4,3504,,1,,
Q34754306,4.442119787,1,1,,,1,1,1,3,3,2,,,,3,15000000,30,3,,,208,98,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33,,33,34,1,,,,,2,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,48,7,4807,,1,,
Q34754307,2.732066538,,,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Covered manure storage,,1,1,1,1,,,,,,1,,2,1,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,50,50,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,35,3,3503,,,,2
